Aadhar Number/Unique ID,Name,Age,Annual Income (INR),Vehicle Ownership,Interest in EVs,Preferred Features,Financing Options,Region,Gender
401000000000,seema,23,1717657,1,Medium,Environment Friendly,Flexible EMI,Region-24,Female
314000000000,roshini praveen,24,962331,1,Medium,Long Range,Low Interest,Region-82,Female
202000000000,neha,65,768259,0,Low,Luxury Features,No Down Payment,Region-23,Male
952000000000,anjali,44,1082277,3,High,Environment Friendly,Low Interest,Region-70,Female
628000000000,afsana,32,1243228,1,High,Long Range,No Down Payment,Region-75,Male
648000000000,shilpa,69,1174134,2,Medium,Fast Charging,Low Interest,Region-7,Female
882000000000,sudha kumari,51,1177742,1,Medium,Luxury Features,No Down Payment,Region-47,Female
237000000000,afrin,74,879443,1,High,Environment Friendly,Low Interest,Region-97,Male
112000000000,sabnam,40,1477067,1,Medium,Fast Charging,Low Interest,Region-10,Male
69527958418,batloon w/o garib ulla,65,966468,1,Medium,Luxury Features,Flexible EMI,Region-85,Male
569000000000,monika,66,901901,1,Medium,Long Range,No Down Payment,Region-73,Male
234000000000,anjum devi,41,1287215,0,Low,Luxury Features,Low Interest,Region-30,Male
346000000000,smt dhapa devi,32,356938,1,Medium,Environment Friendly,Flexible EMI,Region-48,Non-binary
422000000000,priti,52,925451,2,Medium,Long Range,No Down Payment,Region-25,Female
579000000000,yogita,21,1679218,1,High,Long Range,Flexible EMI,Region-89,Female
503000000000,mohini,61,528861,0,Low,Long Range,Low Interest,Region-24,Male
90837676122,samsad,54,842039,2,High,Affordable Price,No Down Payment,Region-12,Male
759000000000,sama,34,501818,1,Low,Environment Friendly,Low Interest,Region-71,Non-binary
13569044620,kusum,48,1643110,1,High,Fast Charging,Low Interest,Region-34,Male
450000000000,maya,55,663357,0,High,Long Range,Flexible EMI,Region-3,Non-binary
786000000000,jassi,27,408712,1,High,Environment Friendly,Low Interest,Region-6,Male
735000000000,raj kumari,71,1843501,2,Low,Affordable Price,No Down Payment,Region-59,Male
963000000000,arti,67,360403,1,Low,Affordable Price,Flexible EMI,Region-27,Female
780000000000,priyanka,44,1113291,0,Low,Long Range,Low Interest,Region-83,Female
512000000000,priya,59,1822251,1,Medium,Environment Friendly,Low Interest,Region-72,Female
171000000000,maya,23,923412,0,High,Affordable Price,Low Interest,Region-36,Female
328000000000,yashoda,73,950228,1,High,Long Range,Flexible EMI,Region-61,Female
568000000000,susila gudiya,23,1113532,0,High,Luxury Features,No Down Payment,Region-100,Male
874000000000,kajal,69,1831414,0,Medium,Luxury Features,Flexible EMI,Region-82,Female
911000000000,kumari shivani,32,753192,2,Medium,Luxury Features,Low Interest,Region-71,Male
754000000000,ramaiya,21,1257527,1,Medium,Fast Charging,Flexible EMI,Region-65,Male
172000000000,kamli,74,740925,1,High,Environment Friendly,Low Interest,Region-5,Male
626000000000,munbura bibi,65,1732512,1,Medium,Luxury Features,Flexible EMI,Region-42,Female
429000000000,laxmi,71,1818345,0,Low,Affordable Price,Low Interest,Region-14,Female
889000000000,bulbul devi,73,1665244,0,Medium,Fast Charging,Flexible EMI,Region-65,Male
470000000000,radha,57,1975621,1,Low,Luxury Features,Low Interest,Region-12,Female
362000000000,rajni,24,909337,1,Medium,Long Range,Low Interest,Region-83,Male
578000000000,rupa,68,869262,2,High,Affordable Price,Flexible EMI,Region-2,Male
518000000000,kumkum,66,477550,1,Low,Fast Charging,Flexible EMI,Region-14,Female
343000000000,ruksana bano with her son or daughter,70,1140200,2,High,Fast Charging,Low Interest,Region-67,Female
192000000000,priyanka bagcdani d/o gulab bagcdani r/o 11/95 c.h,62,1815414,3,High,Affordable Price,No Down Payment,Region-99,Female
564000000000,nisha,64,798909,1,High,Luxury Features,Low Interest,Region-77,Female
778000000000,kiran,43,975144,2,Medium,Long Range,Low Interest,Region-67,Male
485000000000,sweety,48,1345875,1,Medium,Long Range,No Down Payment,Region-14,Male
884000000000,gulafsa khatun,19,1884638,0,High,Long Range,Low Interest,Region-34,Male
761000000000,pooja,45,1275740,0,Low,Fast Charging,Flexible EMI,Region-45,Male
183000000000,pooja,59,377678,0,Low,Luxury Features,Flexible EMI,Region-9,Female
530000000000,pooja,30,1660855,2,High,Affordable Price,No Down Payment,Region-10,Female
341000000000,priyanka,35,1373734,1,Medium,Environment Friendly,Low Interest,Region-8,Female
73169639620,captain,47,371587,1,Low,Long Range,Flexible EMI,Region-29,Female
467000000000,aarti,72,1221619,1,High,Affordable Price,Low Interest,Region-61,Male
267000000000,kumari priyanka agarwal,28,1302064,1,High,Affordable Price,No Down Payment,Region-54,Female
554000000000,rekha @ boby,30,359317,0,High,Long Range,Flexible EMI,Region-39,Male
600000000000,aarti,68,1879235,2,Low,Environment Friendly,No Down Payment,Region-33,Male
744000000000,akansha,41,1335609,2,Medium,Fast Charging,Low Interest,Region-23,Male
851000000000,kritika@kittu,74,1180658,1,Medium,Fast Charging,Low Interest,Region-72,Female
74073889954,sefali @ sweta,46,1125787,0,Medium,Luxury Features,Low Interest,Region-40,Male
23603392520,khshbu,73,1184388,0,High,Fast Charging,No Down Payment,Region-23,Male
502000000000,heena,71,998735,1,High,Affordable Price,Flexible EMI,Region-59,Female
773000000000,sangeeta,22,1986402,0,High,Fast Charging,No Down Payment,Region-50,Female
254000000000,sunaki w/o kallu,52,1854026,2,High,Luxury Features,Flexible EMI,Region-100,Female
959000000000,paramjeet kaur,36,1022779,0,High,Affordable Price,Low Interest,Region-64,Male
76194609483,sangeet,72,1974990,1,High,Affordable Price,Low Interest,Region-56,Female
669000000000,shalu,30,308338,1,Medium,Environment Friendly,No Down Payment,Region-43,Female
456000000000,neelima,22,564621,1,High,Long Range,Flexible EMI,Region-84,Male
930000000000,deepti,61,1034031,0,Medium,Long Range,Low Interest,Region-58,Male
712000000000,rajkumari,31,604567,3,High,Long Range,Low Interest,Region-12,Male
983000000000,pooja kanwar,55,638117,1,Medium,Luxury Features,No Down Payment,Region-36,Male
302000000000,heena,39,1292542,1,Medium,Fast Charging,No Down Payment,Region-73,Non-binary
38339368805,meena,26,431440,0,High,Long Range,Flexible EMI,Region-97,Male
127000000000,rizwana khatun,66,1112271,2,High,Fast Charging,Low Interest,Region-6,Male
808000000000,madhuri,57,1990401,0,Medium,Long Range,Flexible EMI,Region-32,Male
81419203080,gulnanj,43,936190,1,Medium,Environment Friendly,Flexible EMI,Region-65,Male
559000000000,pinki,62,1187483,1,High,Fast Charging,Flexible EMI,Region-60,Male
637000000000,rajni,22,831427,0,Medium,Luxury Features,No Down Payment,Region-54,Female
850000000000,archana,46,982501,0,High,Luxury Features,Flexible EMI,Region-24,Male
722000000000,rajni devi,71,670458,2,High,Fast Charging,Flexible EMI,Region-29,Female
380000000000,radha,39,626406,0,High,Luxury Features,Flexible EMI,Region-8,Male
673000000000,rinki,66,1856539,1,Medium,Affordable Price,No Down Payment,Region-13,Male
833000000000,dipti,20,384984,1,Medium,Luxury Features,No Down Payment,Region-63,Male
687000000000,kiran,45,912654,1,Low,Environment Friendly,Low Interest,Region-25,Male
573000000000,araddhna,55,1525971,0,Low,Environment Friendly,No Down Payment,Region-29,Male
164000000000,bharti,31,1993355,0,High,Fast Charging,No Down Payment,Region-59,Male
499000000000,ku dolly,64,1923246,1,Low,Luxury Features,Flexible EMI,Region-61,Male
493000000000,meena devi,31,1634646,1,Medium,Fast Charging,Low Interest,Region-88,Male
71915199132,payal,60,396538,2,High,Long Range,No Down Payment,Region-91,Male
551000000000,divya kawar,28,413117,1,Low,Affordable Price,Low Interest,Region-26,Female
703000000000,laxmi kumari,26,1099765,2,Medium,Fast Charging,Flexible EMI,Region-84,Male
852000000000,babli,55,579086,0,Medium,Fast Charging,No Down Payment,Region-68,Female
2188190655,muskan urf suman,64,1035580,1,High,Fast Charging,Flexible EMI,Region-22,Male
794000000000,neha,61,1947261,0,Medium,Fast Charging,Flexible EMI,Region-7,Male
437000000000,rekha,23,1504481,0,High,Environment Friendly,Low Interest,Region-57,Female
685000000000,badrunisha,18,822894,1,High,Affordable Price,No Down Payment,Region-62,Female
49773312528,neelam,42,514062,1,Low,Long Range,Low Interest,Region-18,Male
262000000000,poonam,33,1303462,1,High,Affordable Price,Flexible EMI,Region-10,Male
655000000000,kanchan,69,1107962,1,High,Fast Charging,No Down Payment,Region-31,Male
386000000000,pinki,32,1395636,1,Low,Environment Friendly,Flexible EMI,Region-26,Female
616000000000,varsa,51,1429868,2,High,Long Range,Low Interest,Region-55,Female
491000000000,shukla vishwas,34,1024918,0,High,Fast Charging,Low Interest,Region-90,Non-binary
438000000000,ekta chauhan,20,341104,0,Medium,Fast Charging,Flexible EMI,Region-25,Male
524000000000,pooja kumari,20,302634,1,High,Luxury Features,Low Interest,Region-52,Male
963000000000,asha,54,1020570,1,Low,Affordable Price,Low Interest,Region-18,Male
388000000000,simran,34,1048041,1,High,Affordable Price,Flexible EMI,Region-24,Female
955000000000,minakshi,72,569432,1,Medium,Affordable Price,No Down Payment,Region-15,Female
447000000000,nasima @ reshma,66,505600,2,High,Luxury Features,No Down Payment,Region-8,Female
51817447459,rajesh,69,1382829,1,High,Environment Friendly,No Down Payment,Region-43,Female
644000000000,madhuri,55,1213060,1,High,Environment Friendly,Flexible EMI,Region-89,Male
442000000000,kajal,18,327005,1,High,Environment Friendly,Flexible EMI,Region-99,Male
3071084766,juneb bano,24,1072871,2,Medium,Long Range,Low Interest,Region-24,Female
89670930242,parerna,43,611968,0,Medium,Luxury Features,No Down Payment,Region-85,Female
639000000000,alka,64,639846,1,Low,Luxury Features,Low Interest,Region-65,Male
12283539907,manju devi,56,524673,1,High,Environment Friendly,Flexible EMI,Region-26,Female
608000000000,anita,36,746790,0,High,Environment Friendly,No Down Payment,Region-74,Female
974000000000,gungun,69,1890662,1,High,Environment Friendly,Flexible EMI,Region-26,Female
88209046308,neelam,71,753928,0,High,Luxury Features,Low Interest,Region-66,Female
606000000000,monika,47,984661,0,High,Environment Friendly,Low Interest,Region-40,Male
358000000000,sonia tiwari,60,879555,2,High,Affordable Price,Flexible EMI,Region-14,Non-binary
446000000000,muskan,72,1745686,0,High,Environment Friendly,Flexible EMI,Region-33,Female
336000000000,priynka,31,303846,1,Medium,Affordable Price,No Down Payment,Region-57,Female
967000000000,smt.kiswar jahan,30,363571,1,Medium,Fast Charging,Flexible EMI,Region-39,Female
622000000000,muskan,37,424908,1,High,Fast Charging,Low Interest,Region-1,Male
286000000000,vandhna,43,1915018,0,High,Luxury Features,Low Interest,Region-94,Male
964000000000,kanchan,44,482248,1,Medium,Long Range,Flexible EMI,Region-37,Female
623000000000,santosh bai,42,1333549,2,Low,Fast Charging,Flexible EMI,Region-18,Male
667000000000,munni khatun,26,429447,1,High,Luxury Features,No Down Payment,Region-30,Female
697000000000,smt. annpurna,58,1274132,1,Medium,Luxury Features,Low Interest,Region-27,Female
246000000000,saneha,65,1880912,1,Medium,Affordable Price,Low Interest,Region-60,Female
501000000000,hemlata,29,1375962,0,Medium,Affordable Price,Low Interest,Region-49,Female
173000000000,monika rani,27,929082,1,Low,Environment Friendly,Flexible EMI,Region-30,Male
353000000000,neha,23,1241357,0,Low,Fast Charging,Low Interest,Region-45,Non-binary
161000000000,reema jha,67,1121145,1,High,Affordable Price,Flexible EMI,Region-100,Male
495000000000,kumari meera,51,1496439,2,Low,Long Range,No Down Payment,Region-21,Male
435000000000,raj kumari,69,1426057,1,Medium,Luxury Features,Flexible EMI,Region-54,Male
970000000000,yashika,58,1783365,1,Medium,Environment Friendly,No Down Payment,Region-16,Male
318000000000,aarti,36,1650619,0,Medium,Affordable Price,No Down Payment,Region-81,Male
231000000000,tapsam,23,1963081,2,Low,Affordable Price,Flexible EMI,Region-18,Male
4252386283,sapna,19,544985,1,Medium,Affordable Price,No Down Payment,Region-34,Female
722543857,khusboo,32,1421823,3,Low,Fast Charging,Flexible EMI,Region-21,Non-binary
271000000000,ishika,34,410295,0,Medium,Affordable Price,Low Interest,Region-76,Female
768000000000,partibha,33,1729765,2,Medium,Luxury Features,Flexible EMI,Region-31,Male
582000000000,narbada,45,873933,1,Medium,Affordable Price,No Down Payment,Region-10,Female
857000000000,kumari manju,38,692435,0,Medium,Long Range,No Down Payment,Region-4,Male
290000000000,anita,25,1640866,3,Medium,Affordable Price,Low Interest,Region-15,Male
389000000000,rinku kumari,27,697084,0,Medium,Environment Friendly,Flexible EMI,Region-53,Female
757000000000,pooja,27,1271041,1,Medium,Environment Friendly,Low Interest,Region-59,Non-binary
800000000000,sandhya,67,1655014,2,Low,Long Range,No Down Payment,Region-55,Female
512000000000,renu,27,1162028,0,High,Environment Friendly,Flexible EMI,Region-62,Female
82023329850,deepika,26,698649,1,High,Fast Charging,No Down Payment,Region-42,Female
25789813480,kanchan,45,1895476,1,Medium,Luxury Features,Flexible EMI,Region-28,Non-binary
529000000000,spana,41,711038,1,Medium,Luxury Features,Low Interest,Region-7,Male
453000000000,sapna,36,1906984,2,High,Fast Charging,Low Interest,Region-11,Male
566000000000,rita roy,50,321294,1,Medium,Environment Friendly,No Down Payment,Region-29,Male
381000000000,manju,21,1432876,1,Low,Long Range,Low Interest,Region-34,Male
274000000000,reshma,73,501168,2,Medium,Long Range,Low Interest,Region-94,Female
633000000000,samaiali,20,1168551,3,Low,Luxury Features,No Down Payment,Region-91,Female
312000000000,heena,59,1167528,0,Low,Long Range,No Down Payment,Region-25,Female
695000000000,manju devi,29,959784,0,High,Fast Charging,No Down Payment,Region-56,Male
532000000000,priyanka sagar,35,340615,1,Medium,Luxury Features,Flexible EMI,Region-40,Female
366000000000,samreen,40,1375439,2,Medium,Affordable Price,No Down Payment,Region-87,Female
332000000000,himanshi,37,1378045,0,Low,Fast Charging,Flexible EMI,Region-93,Male
270000000000,mamta,23,927389,2,High,Fast Charging,No Down Payment,Region-63,Male
467000000000,reena,70,1867302,3,High,Long Range,Flexible EMI,Region-50,Female
760000000000,pankaj,51,1700166,0,High,Long Range,No Down Payment,Region-11,Male
120000000000,roshan,59,936901,1,High,Long Range,Flexible EMI,Region-60,Male
222000000000,gul afshan,19,781156,1,High,Affordable Price,Low Interest,Region-64,Male
59010261971,shana,47,417456,1,High,Fast Charging,No Down Payment,Region-4,Male
365000000000,nagma,26,466247,1,Medium,Environment Friendly,No Down Payment,Region-100,Female
327000000000,usha devi,44,888160,1,Medium,Luxury Features,Flexible EMI,Region-31,Male
758000000000,mamta,59,1286831,1,High,Long Range,Low Interest,Region-74,Female
622000000000,tanuja,51,1905072,3,Medium,Long Range,Low Interest,Region-54,Female
560000000000,rishu,57,483517,1,High,Fast Charging,Flexible EMI,Region-80,Male
769000000000,gunjan verna,41,1400574,1,High,Affordable Price,No Down Payment,Region-56,Male
700000000000,noor jala,66,619138,2,Medium,Long Range,Low Interest,Region-94,Male
317000000000,varsha,34,483535,1,High,Affordable Price,No Down Payment,Region-99,Female
475000000000,anjali,46,359895,1,High,Affordable Price,Flexible EMI,Region-44,Male
400000000000,khusbhu,53,1292669,1,High,Environment Friendly,No Down Payment,Region-81,Female
886000000000,khusbhu,67,1381470,2,Low,Affordable Price,Low Interest,Region-5,Female
590000000000,reshma,29,846278,1,Low,Environment Friendly,Flexible EMI,Region-67,Female
645000000000,sushma,48,1784372,1,High,Luxury Features,Low Interest,Region-80,Female
372000000000,lakhi devi,66,1421806,3,Medium,Affordable Price,No Down Payment,Region-68,Male
252000000000,nayana kumari,26,1908951,0,High,Luxury Features,No Down Payment,Region-9,Male
416000000000,nirmal,36,469271,1,High,Affordable Price,Flexible EMI,Region-4,Male
53339917228,bhawana,63,1642907,1,High,Environment Friendly,Low Interest,Region-85,Female
439000000000,preeti,63,763130,0,Low,Environment Friendly,Low Interest,Region-74,Female
620000000000,reema,34,1109985,1,High,Luxury Features,Low Interest,Region-95,Female
140000000000,jamrujaha,19,1007647,0,Medium,Fast Charging,Flexible EMI,Region-81,Female
103000000000,anju devi,57,605924,2,Low,Fast Charging,No Down Payment,Region-16,Male
863000000000,puja,22,1453370,2,Medium,Fast Charging,No Down Payment,Region-70,Female
189000000000,durga devi,56,1829852,0,Low,Affordable Price,No Down Payment,Region-94,Male
378000000000,ruchi,71,1430734,0,Low,Fast Charging,Low Interest,Region-15,Female
207000000000,aruna with children,65,1874284,1,Medium,Luxury Features,Flexible EMI,Region-52,Female
157000000000,chanchal,33,1002800,1,Medium,Fast Charging,Low Interest,Region-31,Female
789000000000,chama ( with child dependeri age 2 years),34,1392886,1,Medium,Luxury Features,Flexible EMI,Region-94,Female
395000000000,deepa,71,1585472,0,Low,Luxury Features,Low Interest,Region-80,Female
973000000000,poonam,44,1916817,0,Medium,Affordable Price,Flexible EMI,Region-44,Female
187000000000,poonam,24,1615707,0,High,Environment Friendly,Low Interest,Region-36,Female
252000000000,gulafsa,69,1046958,0,Low,Affordable Price,Low Interest,Region-2,Male
201000000000,manisha,25,1000877,1,Low,Affordable Price,Flexible EMI,Region-28,Male
956000000000,babita,25,856744,1,Medium,Long Range,No Down Payment,Region-40,Male
49909196515,seema,40,1991627,1,Medium,Fast Charging,No Down Payment,Region-63,Male
242000000000,smt ladidavi,49,755453,1,Medium,Fast Charging,Flexible EMI,Region-63,Male
592000000000,khushbu,60,1046204,1,High,Luxury Features,Flexible EMI,Region-17,Female
639000000000,sunaina,64,1433974,1,High,Environment Friendly,No Down Payment,Region-38,Male
794000000000,gulista,35,1275009,0,High,Fast Charging,Low Interest,Region-36,Male
495000000000,kumari deepa,55,504278,1,Medium,Fast Charging,No Down Payment,Region-32,Male
22617923775,priya urf laxmi devi with her son,71,941471,1,Medium,Environment Friendly,Flexible EMI,Region-54,Male
58731159685,manisha,29,651926,1,High,Fast Charging,Low Interest,Region-59,Male
198000000000,khushbu,32,1296806,1,High,Long Range,Flexible EMI,Region-25,Female
169000000000,komal,45,1902545,1,High,Fast Charging,No Down Payment,Region-77,Female
968000000000,vandana,72,1094755,0,Medium,Long Range,Low Interest,Region-14,Female
957000000000,jyoti devi,55,1678113,2,High,Affordable Price,No Down Payment,Region-44,Female
145000000000,payal,67,396123,2,High,Affordable Price,No Down Payment,Region-25,Female
194000000000,kesnata devi @ rajni,73,1439930,1,Low,Long Range,No Down Payment,Region-35,Female
120000000000,matul devi,48,754048,1,Medium,Luxury Features,Low Interest,Region-93,Female
368000000000,nainshi,69,1504895,1,Medium,Long Range,No Down Payment,Region-79,Female
877000000000,mubshshira,26,1709528,1,Medium,Luxury Features,Low Interest,Region-79,Male
656000000000,sona sarkar,25,1847563,2,High,Environment Friendly,No Down Payment,Region-47,Female
399000000000,neeru,63,1563724,1,High,Environment Friendly,No Down Payment,Region-47,Female
272000000000,poornima,36,1571021,1,Medium,Long Range,Flexible EMI,Region-17,Male
691000000000,km. guddi,68,570628,1,Medium,Luxury Features,No Down Payment,Region-89,Female
413000000000,sunita devi,25,461754,0,Medium,Affordable Price,Low Interest,Region-23,Male
389000000000,laxmi,51,1851938,0,Medium,Long Range,Flexible EMI,Region-96,Male
15896621848,shayra,74,1943323,0,Medium,Long Range,Low Interest,Region-95,Male
104000000000,neelam mehta,21,427162,0,High,Luxury Features,No Down Payment,Region-87,Male
278000000000,priya kumar,48,1783811,3,Low,Environment Friendly,Flexible EMI,Region-17,Male
698000000000,sashi,55,643600,1,High,Affordable Price,Flexible EMI,Region-29,Female
726000000000,himani,20,879178,2,Low,Luxury Features,Flexible EMI,Region-2,Male
363000000000,sazi,52,837607,2,Low,Luxury Features,Low Interest,Region-11,Female
226000000000,rashida khatoon,36,810699,2,High,Affordable Price,Flexible EMI,Region-16,Female
357000000000,radhika,60,669841,0,Low,Long Range,Flexible EMI,Region-51,Female
63256387390,ruzina khatun,46,426193,1,Low,Long Range,Low Interest,Region-81,Male
758000000000,kajol,27,1224404,1,Low,Fast Charging,Low Interest,Region-21,Male
31607542632,manisha,29,367696,3,Medium,Affordable Price,Low Interest,Region-21,Non-binary
765000000000,jyoti,63,1281759,2,Low,Luxury Features,No Down Payment,Region-6,Male
80152226471,rukmani,47,618629,0,Medium,Fast Charging,Low Interest,Region-46,Female
361000000000,radhika,47,1470935,1,Low,Fast Charging,Low Interest,Region-23,Male
227000000000,shabana,35,437293,1,Medium,Fast Charging,Flexible EMI,Region-58,Male
498000000000,geeta,41,325294,0,Low,Long Range,No Down Payment,Region-57,Non-binary
718000000000,sarita,49,1489686,2,Medium,Environment Friendly,Flexible EMI,Region-61,Male
693000000000,poonam yadav,26,1865549,2,Medium,Fast Charging,Low Interest,Region-96,Female
65689309590,neelu,64,1302691,1,Low,Luxury Features,Low Interest,Region-39,Male
83195019656,rangeeta,41,1009009,1,Medium,Long Range,Flexible EMI,Region-45,Male
280000000000,shahnawaj,43,1356831,1,High,Environment Friendly,No Down Payment,Region-29,Male
535000000000,rimpy,20,1982293,1,High,Environment Friendly,No Down Payment,Region-31,Male
599000000000,rekha,40,911752,2,Low,Fast Charging,Flexible EMI,Region-89,Female
910000000000,saroj devi,28,741385,2,Low,Fast Charging,Low Interest,Region-2,Non-binary
131000000000,seema chauhan,27,1742164,0,Medium,Long Range,No Down Payment,Region-86,Female
964000000000,kumari gori,67,1794971,1,Low,Fast Charging,No Down Payment,Region-37,Male
442000000000,chumki,53,1275153,0,High,Long Range,Flexible EMI,Region-44,Female
520000000000,pooja chawriya,30,412848,2,High,Environment Friendly,No Down Payment,Region-79,Female
491000000000,jyoti,46,1236402,0,Medium,Luxury Features,Low Interest,Region-70,Female
430000000000,virjiniya,55,1005443,1,High,Luxury Features,Flexible EMI,Region-63,Male
996000000000,laxmi,70,848143,1,High,Affordable Price,No Down Payment,Region-97,Female
65791637798,gulfasha,30,334758,2,Medium,Affordable Price,Low Interest,Region-75,Male
608000000000,nirmla devi,74,549416,1,High,Affordable Price,Low Interest,Region-53,Male
454000000000,kavita,43,561272,1,Medium,Luxury Features,Flexible EMI,Region-76,Female
380000000000,saanu goyal,37,929382,1,High,Fast Charging,Flexible EMI,Region-88,Male
874000000000,smt kaushalya,22,1091815,1,Low,Long Range,Low Interest,Region-3,Female
156000000000,divya bharti,37,1593527,1,Low,Luxury Features,Low Interest,Region-94,Male
844000000000,varsha,31,360112,1,Medium,Affordable Price,No Down Payment,Region-19,Female
12546850754,nisha,62,1742507,1,High,Affordable Price,No Down Payment,Region-45,Male
888000000000,apsana,31,1275390,1,Low,Fast Charging,No Down Payment,Region-61,Female
413000000000,heena,25,1792491,0,High,Affordable Price,No Down Payment,Region-55,Non-binary
438000000000,priti yadav,65,379486,2,High,Affordable Price,No Down Payment,Region-71,Male
313000000000,bharkah,30,897816,0,High,Long Range,Flexible EMI,Region-76,Male
459000000000,deepali,41,1244321,2,Low,Fast Charging,No Down Payment,Region-29,Male
274000000000,heena,32,1529451,1,Low,Environment Friendly,No Down Payment,Region-48,Male
961000000000,priyanka,68,1447930,1,Low,Environment Friendly,No Down Payment,Region-72,Female
30706431536,muskan,18,817948,0,Medium,Affordable Price,Low Interest,Region-63,Male
142000000000,mudsay,39,313369,0,High,Affordable Price,No Down Payment,Region-21,Female
654000000000,rubbi,51,1409004,1,Low,Long Range,Flexible EMI,Region-57,Female
263000000000,nagma,67,960404,1,Medium,Environment Friendly,Low Interest,Region-13,Female
246000000000,ruksar,68,365123,0,High,Fast Charging,Low Interest,Region-27,Male
992000000000,komal,57,1861536,2,High,Fast Charging,No Down Payment,Region-68,Female
913000000000,smt. sushma,20,1293328,1,High,Luxury Features,Low Interest,Region-96,Female
960000000000,alka,72,1177346,0,Low,Luxury Features,No Down Payment,Region-88,Male
242000000000,smt. chancal,43,438333,1,High,Fast Charging,No Down Payment,Region-64,Male
769000000000,ruby,31,1628784,2,High,Luxury Features,No Down Payment,Region-9,Non-binary
547000000000,kusuma,58,1292839,1,Medium,Long Range,Flexible EMI,Region-74,Male
839000000000,himanshi,25,1548706,1,High,Affordable Price,Low Interest,Region-75,Male
546000000000,smt. sushma,66,1219561,1,High,Fast Charging,Low Interest,Region-97,Male
977000000000,sumnesh,72,663169,3,Low,Environment Friendly,Low Interest,Region-7,Non-binary
663000000000,neha,72,1779381,0,High,Environment Friendly,Low Interest,Region-11,Female
683000000000,heena,73,1711587,3,Medium,Fast Charging,Low Interest,Region-28,Female
622000000000,shivani,33,314559,1,Medium,Luxury Features,No Down Payment,Region-94,Female
847000000000,reena,59,1343996,1,High,Luxury Features,No Down Payment,Region-72,Female
463000000000,lali @ deepa,38,792461,1,Medium,Fast Charging,No Down Payment,Region-27,Female
162000000000,zareena,27,1627692,0,High,Fast Charging,Flexible EMI,Region-22,Female
828000000000,minakshi,74,341530,1,High,Fast Charging,Flexible EMI,Region-42,Female
45134705282,aarti,42,1340579,1,High,Long Range,Flexible EMI,Region-32,Male
539000000000,karishma,73,1030433,1,High,Environment Friendly,Flexible EMI,Region-14,Female
261000000000,swati,55,1996161,0,Medium,Long Range,Low Interest,Region-26,Female
563000000000,mamta,39,498250,1,High,Long Range,Flexible EMI,Region-55,Female
183000000000,priyanka,66,1612085,1,High,Affordable Price,Low Interest,Region-75,Female
538000000000,seema,65,1585508,1,Low,Long Range,Low Interest,Region-71,Female
118000000000,preeti,64,1807336,1,High,Environment Friendly,Low Interest,Region-55,Male
590000000000,usha,71,1136115,0,High,Luxury Features,No Down Payment,Region-45,Female
540000000000,jasoda,63,1967220,1,Medium,Environment Friendly,No Down Payment,Region-30,Female
567000000000,poonam,21,1215838,2,Low,Fast Charging,Low Interest,Region-66,Male
303000000000,shathi davi,21,883184,0,High,Fast Charging,Flexible EMI,Region-99,Male
565000000000,nimla sharama,47,1710059,0,High,Fast Charging,Low Interest,Region-26,Male
468000000000,menadevi,19,1328571,1,High,Long Range,No Down Payment,Region-89,Male
441000000000,sut. suman khatik,46,711217,1,High,Affordable Price,Flexible EMI,Region-1,Non-binary
813000000000,sameem,60,1731483,1,High,Luxury Features,No Down Payment,Region-93,Male
650000000000,shrishti,53,1759252,2,High,Long Range,Flexible EMI,Region-24,Male
385000000000,bharti,38,1569171,1,High,Fast Charging,No Down Payment,Region-55,Male
524000000000,jyoty,38,885933,1,High,Environment Friendly,Low Interest,Region-65,Female
242000000000,gudya singh,65,1418127,1,High,Fast Charging,No Down Payment,Region-25,Male
950000000000,sunita,38,499570,0,Medium,Environment Friendly,Flexible EMI,Region-98,Male
329000000000,meena,21,1615560,1,High,Luxury Features,No Down Payment,Region-42,Male
937000000000,pooja,18,743280,2,High,Fast Charging,Flexible EMI,Region-44,Female
675000000000,laxami,43,1958933,2,Medium,Luxury Features,No Down Payment,Region-69,Male
800000000000,meghana,73,1172422,1,High,Fast Charging,No Down Payment,Region-12,Female
125000000000,kangana,68,1920969,0,Low,Fast Charging,Low Interest,Region-8,Male
159000000000,garima,19,1354275,0,Low,Environment Friendly,Flexible EMI,Region-63,Female
697000000000,nandni,26,1868233,0,High,Affordable Price,Flexible EMI,Region-78,Male
477000000000,lalita devi,72,1223426,2,High,Environment Friendly,Low Interest,Region-20,Male
68412780492,nazrin,74,1766711,0,Medium,Long Range,No Down Payment,Region-40,Male
805000000000,saraswati,62,1013896,1,High,Luxury Features,Flexible EMI,Region-73,Male
265000000000,bhatri,35,1768300,2,Low,Luxury Features,Flexible EMI,Region-5,Female
661000000000,rakhi,65,1708526,0,High,Affordable Price,Flexible EMI,Region-1,Male
862000000000,mobsheera haider (shadiya),65,1767070,1,Medium,Fast Charging,Low Interest,Region-11,Male
33521829266,pooja,74,1232366,0,High,Luxury Features,Low Interest,Region-4,Male
568000000000,montu,59,1493246,1,High,Affordable Price,Flexible EMI,Region-38,Male
545000000000,montu,58,760650,0,High,Long Range,No Down Payment,Region-17,Female
822000000000,kajal,28,1568123,1,Medium,Luxury Features,No Down Payment,Region-68,Female
784000000000,pinki,42,1999337,1,Medium,Long Range,Low Interest,Region-32,Male
